,ranking,name,season_team,war,choolzhang,wanto,sonbal,win,loose,save,hold,inning,silzeom,zachaeck,taza,anta,2hit,3hit,homerun,ballfour,gofour,sagu,samzin,vok,poktu,era,fip,whip,wra+,fip+,wpa
555,64,장필준,21삼,-0.43,41,0,0,0,0,0,0,2,34.2,30,28,174,46,8,1,4,27,1,1,24,0,4,7.27,2.11,62.1,78.1,-0.68
556,65,황동재,22삼,-0.51,11,0,0,9,1,2,0,0,44.1,33,27,202,56,12,0,7,18,0,0,37,1,0,5.48,1.67,72.7,81.8,-0.88
557,66,윤성환,18삼,-0.52,24,0,0,24,5,9,0,0,117.1,99,91,542,164,30,0,28,32,0,9,89,0,2,6.98,1.67,76.0,81.9,-3.55
558,67,백정현,22삼,-0.54,11,0,0,11,0,7,0,0,61.1,44,43,279,78,11,2,14,19,0,3,32,0,7,6.31,1.58,63.2,64.1,-1.51
559,68,이승민,21삼,-0.88,11,0,0,11,1,4,0,0,35.2,34,34,173,50,6,1,6,18,0,3,22,0,0,8.58,1.91,52.6,75.1,-1.17
560,69,장지훈,20삼,-0.98,29,0,0,0,0,1,0,0,27.2,37,31,146,39,4,0,7,21,0,3,24,0,5,10.08,2.17,48.6,63.9,-1.11
561,70,최충연,19삼,-1.03,34,0,0,2,0,2,1,4,36.2,36,30,194,44,15,1,2,38,1,3,41,0,6,7.36,2.24,58.9,82.3,-1.22
562,1,요키시,20키,5.53,27,0,0,27,12,7,0,0,159.2,53,38,640,144,26,3,6,25,0,6,115,1,3,2.14,1.06,220.3,147.3,3.20
563,2,요키시,21키,4.66,31,0,0,31,16,9,0,0,181.1,71,59,739,171,24,0,12,46,2,4,131,0,9,2.93,1.20,151.4,122.4,1.62
564,3,요키시,19키,4.23,30,1,1,30,13,9,0,0,181.1,72,63,746,166,33,5,9,39,0,11,141,0,6,3.13,1.13,132.4,124.5,1.09
565,4,브리검,19키,3.69,28,0,0,28,13,5,0,0,158.1,62,52,669,148,32,2,5,46,0,12,130,1,7,2.96,1.23,140.0,126.9,1.21
566,5,최원태,19키,3.10,27,0,0,27,11,5,0,0,157.1,68,59,666,165,28,2,5,36,0,5,105,0,5,3.38,1.28,122.6,127.1,0.60
567,6,요키시,22키,3.02,14,0,0,14,7,4,0,0,89.0,27,24,343,73,16,2,5,9,0,2,84,0,1,2.43,0.92,159.5,150.6,1.87
568,7,조상우,20키,2.98,53,0,0,0,5,3,33,0,54.1,15,13,232,50,5,0,3,18,2,2,64,0,1,2.15,1.25,219.1,159.0,1.61
569,8,안우진,22키,2.63,14,0,0,14,8,4,0,0,88.1,28,23,358,67,20,2,1,29,0,1,98,0,4,2.34,1.09,165.2,169.9,2.06
570,9,김재웅,22키,2.50,35,0,0,0,2,0,0,18,34.2,3,3,136,15,4,0,0,20,1,2,32,0,3,0.78,1.01,497.0,118.2,2.36
571,10,안우진,21키,2.45,21,0,0,21,7,8,0,0,107.2,47,39,450,88,15,1,13,41,1,7,110,1,5,3.26,1.20,136.0,102.7,0.55
572,11,브리검,20키,2.40,21,0,0,21,9,5,0,0,107.0,45,43,456,98,7,2,6,42,1,5,105,0,8,3.62,1.31,130.5,129.1,1.08
573,12,양현,20키,1.77,58,0,0,1,8,3,2,11,60.0,23,22,245,58,9,1,4,17,0,3,33,0,1,3.30,1.25,143.0,108.3,-0.17
574,13,조상우,19키,1.75,48,0,0,0,2,4,20,8,47.1,15,14,192,45,3,0,3,8,0,2,46,0,1,2.66,1.12,155.5,141.0,2.10
575,14,김상수,19키,1.73,67,0,0,0,3,5,0,40,56.2,19,18,238,50,6,0,3,28,1,2,60,0,0,2.86,1.38,144.8,117.7,1.04
576,15,김태훈,21키,1.66,66,0,0,0,4,2,11,15,64.1,26,23,282,60,10,0,1,33,2,1,52,1,3,3.22,1.45,137.8,128.7,1.35
577,16,오주원,19키,1.60,57,0,0,0,3,3,18,3,54.1,17,14,223,54,7,0,1,7,0,3,41,0,1,2.32,1.12,178.5,155.1,1.33
578,17,문성현,22키,1.55,31,0,0,0,0,0,5,8,27.2,4,4,104,15,1,0,0,9,0,1,26,0,1,1.30,0.87,297.5,153.8,1.46
579,18,이승호,22키,1.46,32,0,0,0,2,1,8,6,31.1,8,8,128,27,5,0,2,13,0,2,26,0,4,2.30,1.28,168.5,97.8,1.52
580,19,브리검,21키,1.44,10,0,0,10,7,3,0,0,61.0,25,20,250,49,8,0,6,26,0,4,49,0,3,2.95,1.23,150.2,96.4,0.30
581,20,김성민,19키,1.40,50,0,0,0,2,0,0,5,56.1,17,16,230,53,13,1,0,11,0,2,38,0,4,2.56,1.14,161.9,152.3,1.03
582,21,안우진,20키,1.38,42,0,0,0,2,3,2,13,36.0,12,12,143,20,2,0,3,17,1,0,41,0,2,3.00,1.03,157.3,124.9,-0.80
583,22,한현희,21키,1.38,18,0,0,15,6,2,0,1,85.2,42,37,372,86,20,0,4,30,0,6,61,0,3,3.89,1.35,114.1,115.7,0.47
584,23,윤영삼,19키,1.29,54,0,0,0,3,3,1,3,62.2,23,20,254,60,12,2,5,14,1,1,56,0,3,2.87,1.18,144.1,123.5,-0.41
585,24,양현,19키,1.20,29,0,0,3,1,0,0,1,40.2,10,9,159,31,5,1,1,11,0,1,25,0,0,1.99,1.03,207.8,123.0,0.55
586,25,조상우,21키,1.19,44,0,0,0,6,5,15,5,44.0,18,17,187,30,5,0,4,19,2,2,47,0,2,3.48,1.11,127.5,116.9,1.02
587,26,애플러,22키,1.17,14,1,1,14,4,4,0,0,77.2,35,35,328,87,18,1,7,14,0,3,41,0,0,4.06,1.30,95.4,93.7,0.28
588,27,이승호,20키,1.14,24,0,0,23,6,6,0,0,118.2,71,67,517,132,20,1,15,40,0,5,73,1,3,5.08,1.45,92.9,90.8,0.23
589,28,한현희,20키,1.09,25,0,0,25,7,9,0,0,135.2,77,75,587,141,20,1,10,37,2,14,109,2,3,4.98,1.31,94.8,116.8,0.38
590,29,정찬헌,21키,1.02,11,1,1,11,3,3,0,0,56.1,26,25,248,64,11,0,1,15,0,4,28,0,1,3.99,1.40,111.0,123.2,0.54
591,30,김성민,21키,0.95,47,0,0,0,2,3,1,11,46.2,21,17,218,43,7,0,4,35,2,6,36,0,1,3.28,1.67,135.2,80.4,0.05
592,31,김재웅,21키,0.95,51,0,0,0,0,1,1,11,53.1,24,21,243,49,2,0,5,33,3,1,47,0,2,3.54,1.54,125.1,95.2,0.82
593,32,김태훈,20키,0.91,53,0,0,2,7,0,0,10,64.0,34,30,281,70,14,1,1,22,1,5,40,0,3,4.22,1.44,111.8,127.0,-0.30
594,33,한현희,19키,0.84,61,0,0,0,7,5,0,24,58.0,26,22,251,50,10,1,1,20,1,7,49,1,2,3.41,1.21,121.2,127.0,-0.45
595,34,이승호,19키,0.77,23,1,1,23,8,5,0,0,122.2,70,61,533,134,27,3,10,51,0,1,82,3,5,4.48,1.51,92.5,93.5,-0.82
596,35,이영준,19키,0.74,29,0,0,0,1,1,0,1,33.1,11,11,136,39,7,2,0,5,0,0,19,0,0,2.97,1.32,139.4,154.1,0.70
597,36,최원태,22키,0.73,13,0,0,13,4,3,0,0,62.0,30,24,266,55,16,0,1,23,0,3,43,0,4,3.48,1.26,111.1,114.1,0.07
598,37,이영준,20키,0.70,52,0,0,0,2,3,0,25,40.0,21,21,176,41,3,0,5,19,0,2,32,1,3,4.73,1.50,99.9,89.8,0.70
599,38,김동준,19키,0.64,33,0,0,5,8,3,0,2,70.0,36,35,300,77,15,0,5,23,0,0,50,0,3,4.50,1.43,92.0,105.8,-0.25
600,39,최원태,20키,0.63,21,0,0,21,7,6,0,0,110.0,68,62,478,115,16,1,16,37,2,7,67,0,6,5.07,1.38,93.0,86.1,-0.64
601,40,임규빈,20키,0.57,33,0,0,0,2,0,0,2,37.2,20,19,162,46,7,0,11,10,0,2,20,0,2,4.54,1.49,103.9,63.0,-0.20
602,41,최원태,21키,0.54,28,0,0,28,9,11,0,0,143.1,89,73,643,163,21,3,11,53,2,10,93,0,3,4.58,1.51,96.7,100.8,-0.71
603,42,김재웅,20키,0.51,43,0,0,7,1,4,0,2,59.2,36,31,258,64,18,0,7,23,1,2,51,0,4,4.68,1.46,100.9,100.9,-1.56
604,43,김선기,19키,0.37,7,0,0,6,3,1,0,0,28.0,13,13,122,27,5,0,2,9,0,4,17,0,2,4.18,1.29,99.0,91.6,0.07
605,44,신재영,19키,0.37,12,0,0,6,1,0,0,0,29.1,14,12,132,34,14,2,1,9,0,4,21,0,1,3.68,1.47,112.4,111.0,0.27
606,45,정찬헌,22키,0.25,10,0,0,10,3,3,0,0,46.1,26,26,200,53,12,0,7,13,1,4,14,0,3,5.05,1.42,76.6,67.0,-0.70
607,46,김동혁,21키,0.24,40,0,0,8,0,5,1,0,82.0,51,47,367,89,21,0,5,34,4,14,30,1,0,5.16,1.50,85.9,87.6,-1.57
608,47,조성운,20키,0.23,42,0,0,0,1,1,0,1,45.0,30,27,201,48,11,1,6,19,1,2,29,0,2,5.40,1.49,87.4,86.8,-0.78
609,48,김상수,20키,0.18,60,0,0,0,3,3,5,11,51.1,33,27,226,52,12,0,3,21,1,3,48,0,1,4.73,1.42,99.7,123.1,-0.11
610,49,한현희,22키,0.09,10,0,0,5,3,2,0,0,31.2,18,17,144,37,14,0,1,11,0,3,26,0,1,4.83,1.52,80.1,113.3,0.35
611,50,하영민,22키,0.01,28,0,0,0,3,1,0,2,27.0,16,7,118,23,4,1,3,11,0,0,16,0,0,2.33,1.26,165.9,79.6,0.33
612,51,양현,21키,0.01,45,0,0,0,1,2,0,5,48.0,31,25,225,59,11,0,3,26,4,1,22,0,1,4.69,1.77,94.6,93.4,-0.52
613,52,안우진,19키,-0.01,19,0,0,15,7,5,0,0,88.1,56,51,395,97,19,1,8,36,0,3,80,1,3,5.20,1.51,79.6,100.3,-1.19
614,53,조영건,20키,-0.19,20,0,0,10,3,3,0,0,44.1,30,26,207,47,7,1,8,28,1,3,23,1,0,5.28,1.69,89.4,67.2,-1.02
615,54,김성진,21키,-0.29,45,0,0,0,1,3,0,2,40.2,30,24,185,40,13,0,4,23,2,0,29,0,3,5.31,1.55,83.5,91.2,-1.01
616,55,김정인,21키,-0.33,11,0,0,6,1,2,0,0,31.2,26,25,151,34,6,1,6,18,0,2,21,0,2,7.11,1.64,62.4,67.4,-0.79
617,56,김선기,21키,-0.51,21,0,0,7,3,2,0,0,48.1,38,35,224,53,12,0,5,22,0,7,25,1,4,6.52,1.55,68.0,79.8,-1.40
618,57,이승호,21키,-0.68,38,0,0,3,1,3,0,5,47.1,39,29,224,55,7,1,4,31,2,1,37,0,8,5.51,1.82,80.4,90.8,-1.15
619,58,윤정현,20키,-0.86,15,0,0,4,0,1,0,0,27.1,32,27,146,54,6,1,3,10,0,2,11,0,1,8.89,2.34,53.1,84.9,-1.07
620,1,채드벨,19한,4.49,29,0,0,29,11,10,0,0,177.1,73,69,749,169,33,2,14,63,0,10,134,1,8,3.50,1.31,118.3,100.2,1.53
621,2,서폴드,19한,4.22,31,0,0,31,12,11,0,0,192.1,84,75,810,191,28,4,8,54,1,8,135,0,8,3.51,1.27,118.0,119.3,1.73
622,3,정우람,19한,3.82,57,0,0,0,4,3,26,0,58.1,11,10,237,57,8,0,4,16,4,1,48,1,2,1.54,1.25,268.5,125.1,2.59
623,4,킹엄,21한,3.72,25,0,0,25,10,8,0,0,144.0,58,51,591,117,22,0,11,41,1,5,131,2,4,3.19,1.10,137.4,129.2,1.60
624,5,강재민,21한,3.12,58,0,0,0,2,1,5,13,63.1,16,15,269,51,13,0,2,26,3,5,55,1,1,2.13,1.22,205.5,133.7,1.10
625,6,샘슨,18한,2.97,30,0,0,29,13,8,0,0,161.2,91,84,703,144,26,1,17,79,0,5,195,2,18,4.68,1.38,113.3,123.2,-0.70
626,7,김민우,21한,2.93,29,0,0,28,14,10,0,0,155.1,71,69,662,131,23,1,15,76,1,7,125,1,5,4.00,1.33,109.6,97.7,0.39
627,8,송은범,18한,2.93,68,0,0,0,7,4,1,10,79.1,29,22,341,77,9,1,2,33,2,5,61,0,8,2.50,1.39,212.3,132.4,0.70
628,9,이태양,18한,2.62,63,0,0,0,4,2,0,12,79.1,30,25,325,66,11,1,10,23,2,4,85,0,4,2.84,1.12,186.8,125.3,0.95
629,10,박상원,18한,2.44,69,0,0,0,4,2,0,9,60.0,17,14,256,59,13,0,3,21,1,4,62,0,3,2.10,1.33,252.3,146.8,0.44
630,11,김민우,20한,2.31,26,0,0,25,5,10,0,0,132.2,72,64,593,121,16,1,15,72,3,7,124,2,10,4.34,1.46,108.9,98.2,-0.68
631,12,윤대경,20한,2.20,55,0,0,0,5,0,0,7,51.0,16,9,225,48,7,0,3,25,3,3,42,0,1,1.59,1.43,297.7,115.5,0.61
632,13,카펜터,21한,2.01,31,0,0,30,5,12,0,0,170.0,90,75,746,150,21,3,16,72,0,19,179,1,7,3.97,1.31,110.3,109.7,0.53
633,14,정우람,18한,2.01,55,0,0,0,5,3,35,0,53.0,22,20,220,49,9,0,6,12,1,2,56,0,1,3.40,1.15,156.0,136.2,1.45
634,15,강재민,20한,1.99,50,0,0,0,1,2,1,14,49.0,16,14,203,41,5,0,3,18,1,0,57,1,2,2.57,1.20,183.9,156.0,1.84
635,16,윤대경,21한,1.50,43,0,0,9,2,5,0,7,77.2,35,34,337,73,13,0,8,34,2,6,54,0,3,3.94,1.38,111.2,93.8,0.86
636,17,헤일,18한,1.48,12,0,0,12,3,4,0,0,66.1,35,32,277,68,10,0,8,17,0,4,55,0,3,4.34,1.28,122.0,113.6,-0.56
637,18,휠러,18한,1.43,19,0,0,19,3,9,0,0,101.2,62,58,459,128,16,0,12,34,1,10,94,1,2,5.13,1.59,103.2,111.5,-1.07
638,19,장시환,20한,1.40,26,0,0,26,4,14,0,0,132.2,81,74,603,139,27,1,15,74,0,8,115,0,10,5.02,1.61,94.2,93.1,-1.62
639,20,김진영,20한,1.33,58,0,0,0,3,3,0,8,54.0,26,20,231,48,4,0,6,22,0,3,56,0,5,3.33,1.30,141.8,110.9,-0.11
640,21,서폴드,20한,1.30,28,1,1,28,10,13,0,0,165.0,107,90,734,203,30,3,19,42,0,13,97,0,10,4.91,1.49,96.3,98.2,-1.50
641,22,정우람,20한,1.23,50,0,0,0,3,5,16,0,54.1,29,29,230,58,11,1,4,12,1,5,53,0,2,4.80,1.29,98.4,138.6,1.02
642,23,안영명,19한,1.20,67,0,0,0,4,7,0,13,62.0,27,27,273,82,14,1,5,13,0,3,48,1,2,3.92,1.53,105.7,112.8,-1.91
643,24,장민재,18한,1.15,34,0,0,3,6,2,0,1,59.2,33,31,266,62,14,2,7,23,0,1,42,0,1,4.68,1.43,113.3,103.2,-0.44
644,25,주현상,21한,1.04,43,0,0,0,2,2,0,4,50.1,21,20,218,46,6,3,6,21,2,1,33,0,6,3.58,1.33,122.5,93.6,-0.26
645,26,김재영,18한,1.03,29,0,0,21,6,4,0,1,111.1,74,70,503,136,32,1,15,37,0,12,56,0,4,5.66,1.55,93.6,90.1,-1.08
646,27,박상원,19한,0.81,61,0,0,0,1,4,0,12,59.0,29,26,256,52,6,0,5,28,1,5,39,0,1,3.97,1.36,104.5,86.6,0.45
647,28,박상원,20한,0.76,62,0,0,0,1,0,1,10,58.0,35,30,256,62,14,1,8,20,4,4,52,1,2,4.66,1.41,101.6,104.2,-0.34
648,29,장시환,22한,0.76,31,0,0,0,0,1,12,2,32.0,12,11,133,26,4,1,2,12,0,1,31,0,0,3.09,1.19,124.9,115.2,1.19
649,30,김성훈,18한,0.73,10,0,0,5,0,2,0,0,27.2,12,11,118,25,5,0,2,11,0,3,28,0,3,3.58,1.30,148.1,124.7,-0.29
650,31,김종수,22한,0.66,31,0,0,0,2,2,0,5,30.2,12,10,121,19,9,0,2,11,0,1,38,1,0,2.93,0.98,131.6,137.3,-0.26
651,32,김범수,20한,0.65,24,0,0,8,3,6,0,0,55.0,34,32,259,55,11,2,9,42,3,3,55,0,1,5.24,1.76,90.3,80.2,-1.06
652,33,김진영,19한,0.56,6,0,0,5,0,4,0,0,26.2,12,12,117,27,6,0,1,16,0,1,14,0,0,4.05,1.61,102.3,88.2,0.12
653,34,장민재,22한,0.52,17,0,0,11,3,4,0,0,54.2,27,26,231,61,9,2,6,17,0,1,35,0,3,4.28,1.43,90.2,88.4,-0.12
654,35,신정락,19한,0.51,21,0,0,0,4,0,0,1,25.2,11,9,109,21,4,0,2,12,0,2,16,0,0,3.16,1.29,131.3,86.8,0.48
655,36,김이환,19한,0.50,11,0,0,8,4,3,0,0,38.0,19,18,171,42,9,0,2,21,0,2,15,0,1,4.26,1.66,97.2,81.9,0.04
656,37,안영명,18한,0.50,53,0,0,1,8,2,0,8,66.0,44,42,291,83,10,0,12,15,1,4,48,1,4,5.73,1.49,92.5,96.2,0.53
657,38,김범수,18한,0.36,55,0,0,3,4,4,0,7,48.1,33,31,223,52,8,0,7,29,0,1,54,0,8,5.77,1.68,91.8,100.3,-0.17
658,39,김범수,22한,0.35,35,0,0,0,3,4,0,13,31.1,15,14,136,34,9,0,4,11,3,1,28,0,1,4.02,1.44,96.1,97.1,-0.44
659,40,김기중,21한,0.33,15,0,0,12,2,4,0,0,53.2,32,28,260,63,10,1,4,36,2,4,36,2,0,4.70,1.85,93.3,87.8,-0.62
660,41,장민재,21한,0.32,12,0,0,6,0,2,0,0,29.1,17,9,128,34,7,0,4,8,1,0,13,0,1,2.76,1.43,158.6,90.3,-0.01
661,42,김종수,20한,0.32,54,0,0,0,1,1,1,7,50.0,34,33,228,54,11,3,6,26,1,3,43,0,4,5.94,1.60,79.6,94.4,0.02
662,43,김진욱,20한,0.30,22,0,0,6,3,4,1,0,44.2,29,28,206,50,12,1,9,25,0,5,29,0,3,5.64,1.68,83.8,69.6,-1.07
663,44,안영명,20한,0.29,39,0,0,0,1,1,0,1,45.2,32,30,201,51,8,1,9,18,1,2,34,0,0,5.91,1.51,80.0,81.5,-0.83
664,45,윤호솔,21한,0.27,55,0,0,0,3,0,0,8,48.2,29,25,214,41,13,2,7,30,1,3,42,0,3,4.62,1.46,94.7,81.8,0.63
665,46,신정락,22한,0.24,25,0,0,0,2,0,0,1,30.2,16,12,136,29,6,0,1,8,1,7,17,0,2,3.52,1.21,109.7,98.3,0.06
666,47,배동현,21한,0.23,20,0,0,4,1,3,0,0,38.0,21,19,177,34,9,1,3,25,0,4,26,2,1,4.50,1.55,97.3,84.5,-0.76
667,48,서균,18한,0.20,56,0,0,0,1,1,1,10,37.1,26,24,168,39,3,0,7,16,0,7,22,0,3,5.79,1.47,91.6,76.8,-0.00
668,49,윤규진,18한,0.18,18,0,0,17,2,6,0,0,84.0,63,55,381,99,22,2,14,30,0,6,81,0,3,5.89,1.54,89.9,100.0,-1.53
669,50,임준섭,19한,0.17,34,0,0,6,1,3,0,1,49.1,30,23,230,56,14,1,1,28,0,1,26,0,6,4.20,1.70,98.7,95.9,-0.60
670,51,채드벨,20한,0.16,16,0,0,16,2,8,0,0,77.0,54,51,346,85,11,0,10,35,1,5,61,0,3,5.96,1.56,79.3,92.5,-1.01
671,52,장민재,19한,0.16,26,1,0,22,6,8,0,0,119.1,76,72,526,150,25,1,14,27,0,6,103,0,3,5.43,1.48,76.3,102.7,-1.45
672,53,박윤철,19한,0.13,15,0,0,3,0,1,0,0,30.0,19,17,145,22,3,0,4,30,0,3,21,0,2,5.10,1.73,81.2,59.4,-0.21
673,54,김종수,21한,0.11,49,0,0,0,1,1,0,6,46.2,29,25,208,34,10,0,7,32,0,3,38,0,2,4.82,1.41,90.8,75.5,-0.20
674,55,김범수,21한,0.05,56,0,0,2,4,9,1,9,70.2,44,41,319,68,11,2,2,42,1,2,70,1,8,5.22,1.56,83.9,125.8,-1.36
675,56,오동욱,21한,-0.00,34,0,0,0,0,1,0,2,25.0,17,15,117,21,9,0,3,16,0,5,13,0,0,5.40,1.48,81.1,70.0,-0.32
676,57,배영수,18한,-0.03,11,0,0,11,2,3,0,0,55.2,42,41,251,69,16,4,6,15,1,6,47,1,0,6.63,1.51,79.9,115.2,-0.61
677,58,이민우,22한,-0.04,12,0,0,4,1,0,0,0,29.1,18,17,129,38,8,2,2,9,0,0,13,0,1,5.22,1.60,74.1,92.8,-0.15
678,59,김민우,22한,-0.07,14,0,0,14,3,5,0,0,73.0,44,42,321,64,16,0,9,40,4,4,59,0,5,5.18,1.43,74.6,79.5,-0.12
679,60,김종수,19한,-0.08,35,0,0,0,2,0,0,0,31.0,21,20,148,30,4,0,4,33,0,1,28,0,2,5.81,2.03,71.3,63.7,-0.17
680,61,송은범,19한,-0.09,37,0,0,0,0,3,1,4,35.0,22,20,159,44,2,1,4,13,2,1,15,0,3,5.14,1.63,80.6,82.2,-0.19
681,62,김민우,18한,-0.12,23,0,0,20,5,9,0,0,99.1,79,72,468,133,28,1,19,41,0,8,73,1,5,6.52,1.75,81.2,84.5,-1.78
682,63,김이환,20한,-0.17,17,0,0,15,2,7,0,0,64.2,50,49,312,75,13,0,9,44,0,4,41,0,4,6.82,1.84,69.3,75.8,-1.19
683,64,장민재,20한,-0.19,24,0,0,10,2,7,0,0,57.1,44,43,267,86,19,2,5,13,0,2,32,0,1,6.75,1.73,70.0,109.8,-2.07
684,65,김범수,19한,-0.29,45,0,0,16,5,9,1,1,103.0,70,65,485,115,19,3,15,61,1,10,85,0,9,5.68,1.71,72.9,73.1,-1.50
685,66,정우람,21한,-0.30,50,0,0,0,1,4,15,1,44.2,29,28,199,47,5,0,5,20,2,5,32,0,0,5.64,1.50,77.6,91.0,-1.27
686,67,박윤철,22한,-0.34,7,0,0,7,0,3,0,0,26.0,19,14,129,32,4,0,4,19,0,2,12,1,1,4.85,1.96,79.7,57.8,-0.62
687,68,이태양,19한,-0.39,55,0,0,1,1,6,0,10,66.2,44,43,283,74,11,2,8,13,0,3,64,0,4,5.81,1.31,71.4,109.8,-1.57
688,69,김이환,21한,-0.46,14,0,0,5,0,1,0,0,26.0,22,22,132,32,5,0,2,22,0,4,13,0,1,7.62,2.08,57.5,70.5,-0.50
689,70,주현상,22한,-0.89,28,0,0,0,0,0,0,2,31.0,29,28,147,46,12,2,3,11,1,3,18,0,0,8.13,1.84,47.5,84.2,-0.88
690,71,남지민,22한,-0.96,10,0,0,9,1,6,0,0,39.2,34,29,192,54,9,0,5,19,0,1,17,0,1,6.58,1.84,58.7,70.2,-1.04
691,72,윤대경,22한,-0.96,14,0,0,13,3,7,0,0,65.1,50,49,291,80,16,1,5,16,0,5,43,0,5,6.75,1.47,57.2,99.3,-1.17
692,73,박주홍,19한,-0.99,29,0,0,6,0,4,0,1,38.1,37,34,188,51,9,2,8,24,0,2,27,1,1,7.98,1.96,51.9,61.6,-1.72
693,74,김민우,19한,-1.23,16,1,0,12,2,7,0,0,68.0,59,51,315,80,12,1,6,30,0,6,46,0,4,6.75,1.62,61.4,87.0,-1.67
694,75,장시환,21한,-1.38,19,1,0,16,0,11,0,1,69.0,62,54,342,87,12,1,4,48,2,6,47,0,7,7.04,1.96,62.2,89.5,-2.32
